Statistical indicator,Main commodities,Year,value
Volume,Frozen beef (t),2024,189.5
Volume,Frozen beef (t),2023,242.0
Volume,Frozen beef (t),2022,166.5
Volume,Frozen beef (t),2021,0.0
Volume,Frozen beef (t),2020,0.0
Volume,Frozen beef (t),2019,0.0
Volume,Frozen beef (t),2018,1054.58
Volume,Frozen beef (t),2017,600.0
Volume,Frozen beef (t),2016,695.09
Volume,Frozen beef (t),2015,847.65
Volume,Frozen beef (t),2014,480.0
Volume,Frozen beef (t),2013,0.0
Volume,Frozen beef (t),2012,965.09
Volume,Frozen beef (t),2011,5795.89
Volume,Frozen beef (t),2010,3888.2
Volume,Frozen beef (t),2009,8818.5
Volume,Frozen beef (t),2008,4210.4
Volume,Frozen beef (t),2007,3879.3
Volume,Frozen beef (t),2006,2689.8
Volume,Frozen beef (t),2005,2792.4
Volume,Frozen beef (t),2004,5004.8
Volume,Frozen beef (t),2003,9814.3
Volume,Frozen beef (t),2002,15292.1
Volume,Frozen beef (t),2001,13544.4
Volume,Frozen beef (t),2000,15116.0
Volume,Frozen beef (t),1999,13224.7
Volume,Frozen beef (t),1998,6726.8
Volume,Frozen beef (t),1997,6432.1
Volume,Frozen beef (t),1996,3130.4
Volume,Frozen beef (t),1995,1926.0
Volume, Horse meat (t),2024,23850.1
Volume, Horse meat (t),2023,32932.3
Volume, Horse meat (t),2022,6920.86
Volume, Horse meat (t),2021,6950.0
Volume, Horse meat (t),2020,17567.76
Volume, Horse meat (t),2019,30834.88
Volume, Horse meat (t),2018,32200.81
Volume, Horse meat (t),2017,26118.71
Volume, Horse meat (t),2016,7983.58
Volume, Horse meat (t),2015,3856.88
Volume, Horse meat (t),2014,1822.15
Volume, Horse meat (t),2013,2597.8
Volume, Horse meat (t),2012,1462.12
Volume, Horse meat (t),2011,3865.15
Volume, Horse meat (t),2010,10925.0
Volume, Horse meat (t),2009,8635.3
Volume, Horse meat (t),2008,6097.1
Volume, Horse meat (t),2007,7072.8
Volume, Horse meat (t),2006,8814.3
Volume, Horse meat (t),2005,4960.2
Volume, Horse meat (t),2004,3442.4
Volume, Horse meat (t),2003,5112.2
Volume, Horse meat (t),2002,7136.5
Volume, Horse meat (t),2001,4062.6
Volume, Horse meat (t),2000,4.8
Volume, Horse meat (t),1999,74.1
Volume, Horse meat (t),1998,248.9
Volume, Horse meat (t),1997,101.8
Volume, Horse meat (t),1996,64.4
Volume, Horse meat (t),1995,1.1
Volume, Edible meet offal (t),2024,696.43
Volume, Edible meet offal (t),2023,1020.18
Volume, Edible meet offal (t),2022,250.03
Volume, Edible meet offal (t),2021,1238.3
Volume, Edible meet offal (t),2020,1200.88
Volume, Edible meet offal (t),2019,2357.94
Volume, Edible meet offal (t),2018,1631.25
Volume, Edible meet offal (t),2017,127.86
Volume, Edible meet offal (t),2016,8.43
Volume, Edible meet offal (t),2015,42.69
Volume, Edible meet offal (t),2014,202.79
Volume, Edible meet offal (t),2013,790.42
Volume, Edible meet offal (t),2012,821.23
Volume, Edible meet offal (t),2011,414.57
Volume, Edible meet offal (t),2010,2048.6
Volume, Edible meet offal (t),2009,568.4
Volume, Edible meet offal (t),2008,1561.6
Volume, Edible meet offal (t),2007,1082.3
Volume, Edible meet offal (t),2006,1025.1
Volume, Edible meet offal (t),2005,404.4
Volume, Edible meet offal (t),2004,6.1
Volume, Edible meet offal (t),2003,886.8
Volume, Edible meet offal (t),2002,1628.9
Volume, Edible meet offal (t),2001,3429.8
Volume, Edible meet offal (t),2000,812.0
Volume, Edible meet offal (t),1999,3151.1
Volume, Edible meet offal (t),1998,1587.1
Volume, Edible meet offal (t),1997,1114.5
Volume, Edible meet offal (t),1996,1830.9
Volume, Edible meet offal (t),1995,1177.4
Volume, Intestine (t),2024,1141.13
Volume, Intestine (t),2023,752.8
Volume, Intestine (t),2022,1558.42
Volume, Intestine (t),2021,343.35
Volume, Intestine (t),2020,1154.31
Volume, Intestine (t),2019,568.23
Volume, Intestine (t),2018,1503.56
Volume, Intestine (t),2017,1046.05
Volume, Intestine (t),2016,904.7
Volume, Intestine (t),2015,974.43
Volume, Intestine (t),2014,606.02
Volume, Intestine (t),2013,597.43
Volume, Intestine (t),2012,498.83
Volume, Intestine (t),2011,630.05
Volume, Intestine (t),2010,
Volume, Intestine (t),2009,
Volume, Intestine (t),2008,
Volume, Intestine (t),2007,
Volume, Intestine (t),2006,857.1
Volume, Intestine (t),2005,811.2
Volume, Intestine (t),2004,766.9
Volume, Intestine (t),2003,797.3
Volume, Intestine (t),2002,604.9
Volume, Intestine (t),2001,788.4
Volume, Intestine (t),2000,409.5
Volume, Intestine (t),1999,334.4
Volume, Intestine (t),1998,342.2
Volume, Intestine (t),1997,257.6
Volume, Intestine (t),1996,997.1
Volume, Intestine (t),1995,454.5
Volume, Small cattles gun (t),2024,593.6
Volume, Small cattles gun (t),2023,517.32
Volume, Small cattles gun (t),2022,632.41
Volume, Small cattles gun (t),2021,642.93
Volume, Small cattles gun (t),2020,503.06
Volume, Small cattles gun (t),2019,419.47
Volume, Small cattles gun (t),2018,445.82
Volume, Small cattles gun (t),2017,404.97
Volume, Small cattles gun (t),2016,415.46
Volume, Small cattles gun (t),2015,424.9
Volume, Small cattles gun (t),2014,339.64
Volume, Small cattles gun (t),2013,490.83
Volume, Small cattles gun (t),2012,352.73
Volume, Small cattles gun (t),2011,712.96
Volume, Small cattles gun (t),2010,644.9
Volume, Small cattles gun (t),2009,380.8
Volume, Small cattles gun (t),2008,438.5
Volume, Small cattles gun (t),2007,290.7
Volume, Small cattles gun (t),2006,260.1
Volume, Small cattles gun (t),2005,295.2
Volume, Small cattles gun (t),2004,277.7
Volume, Small cattles gun (t),2003,222.8
Volume, Small cattles gun (t),2002,316.4
Volume, Small cattles gun (t),2001,368.4
Volume, Small cattles gun (t),2000,869.6
Volume, Small cattles gun (t),1999,1024.8
Volume, Small cattles gun (t),1998,1014.6
Volume, Small cattles gun (t),1997,2541.6
Volume, Small cattles gun (t),1996,3050.4
Volume, Small cattles gun (t),1995,1288.3
Volume, Antlers (t),2024,85.22
Volume, Antlers (t),2023,110.67
Volume, Antlers (t),2022,41.14
Volume, Antlers (t),2021,128.04
Volume, Antlers (t),2020,89.53
Volume, Antlers (t),2019,86.62
Volume, Antlers (t),2018,103.27
Volume, Antlers (t),2017,101.86
Volume, Antlers (t),2016,98.24
Volume, Antlers (t),2015,43.01
Volume, Antlers (t),2014,18.29
Volume, Antlers (t),2013,5.02
Volume, Antlers (t),2012,4.0
Volume, Antlers (t),2011,9.0
Volume, Antlers (t),2010,5.0
Volume, Antlers (t),2009,2.1
Volume, Antlers (t),2008,
Volume, Antlers (t),2007,37.5
Volume, Antlers (t),2006,12.8
Volume, Antlers (t),2005,29.0
Volume, Antlers (t),2004,26.1
Volume, Antlers (t),2003,65.5
Volume, Antlers (t),2002,91.8
Volume, Antlers (t),2001,97.2
Volume, Antlers (t),2000,125.1
Volume, Antlers (t),1999,55.8
Volume, Antlers (t),1998,126.3
Volume, Antlers (t),1997,206.2
Volume, Antlers (t),1996,220.4
Volume, Antlers (t),1995,253.9
Volume," Gold, unwrought or in semi-manufactured forms (t)",2024,11.65
Volume," Gold, unwrought or in semi-manufactured forms (t)",2023,11.73
Volume," Gold, unwrought or in semi-manufactured forms (t)",2022,19.66
Volume," Gold, unwrought or in semi-manufactured forms (t)",2021,17.25
Volume," Gold, unwrought or in semi-manufactured forms (t)",2020,30.49
Volume," Gold, unwrought or in semi-manufactured forms (t)",2019,9.07
Volume," Gold, unwrought or in semi-manufactured forms (t)",2018,3.43
Volume," Gold, unwrought or in semi-manufactured forms (t)",2017,14.56
Volume," Gold, unwrought or in semi-manufactured forms (t)",2016,19.17
Volume," Gold, unwrought or in semi-manufactured forms (t)",2015,11.34
Volume," Gold, unwrought or in semi-manufactured forms (t)",2014,10.04
Volume," Gold, unwrought or in semi-manufactured forms (t)",2013,7.56
Volume," Gold, unwrought or in semi-manufactured forms (t)",2012,2.8
Volume," Gold, unwrought or in semi-manufactured forms (t)",2011,2.58
Volume," Gold, unwrought or in semi-manufactured forms (t)",2010,5.1
Volume," Gold, unwrought or in semi-manufactured forms (t)",2009,10.9
Volume," Gold, unwrought or in semi-manufactured forms (t)",2008,22.1
Volume," Gold, unwrought or in semi-manufactured forms (t)",2007,11.6
Volume," Gold, unwrought or in semi-manufactured forms (t)",2006,15.4
Volume," Gold, unwrought or in semi-manufactured forms (t)",2005,23.8
Volume," Gold, unwrought or in semi-manufactured forms (t)",2004,19.3
Volume," Gold, unwrought or in semi-manufactured forms (t)",2003,12.4
Volume," Gold, unwrought or in semi-manufactured forms (t)",2002,12.6
Volume," Gold, unwrought or in semi-manufactured forms (t)",2001,0.1
Volume," Gold, unwrought or in semi-manufactured forms (t)",2000,0.8
Volume," Gold, unwrought or in semi-manufactured forms (t)",1999,0.4
Volume," Gold, unwrought or in semi-manufactured forms (t)",1998,0.8
Volume," Gold, unwrought or in semi-manufactured forms (t)",1997,1.0
Volume," Gold, unwrought or in semi-manufactured forms (t)",1996,
Volume," Gold, unwrought or in semi-manufactured forms (t)",1995,4.6
Volume, Copper ores and concentrate (thous.t),2024,1695.4
Volume, Copper ores and concentrate (thous.t),2023,1525.02
Volume, Copper ores and concentrate (thous.t),2022,1453.29
Volume, Copper ores and concentrate (thous.t),2021,1282.52
Volume, Copper ores and concentrate (thous.t),2020,1395.05
Volume, Copper ores and concentrate (thous.t),2019,1403.62
Volume, Copper ores and concentrate (thous.t),2018,1436.73
Volume, Copper ores and concentrate (thous.t),2017,1447.22
Volume, Copper ores and concentrate (thous.t),2016,1561.99
Volume, Copper ores and concentrate (thous.t),2015,1477.76
Volume, Copper ores and concentrate (thous.t),2014,1378.96
Volume, Copper ores and concentrate (thous.t),2013,649.82
Volume, Copper ores and concentrate (thous.t),2012,574.34
Volume, Copper ores and concentrate (thous.t),2011,575.9
Volume, Copper ores and concentrate (thous.t),2010,568.7
Volume, Copper ores and concentrate (thous.t),2009,587.0
Volume, Copper ores and concentrate (thous.t),2008,582.9
Volume, Copper ores and concentrate (thous.t),2007,607.8
Volume, Copper ores and concentrate (thous.t),2006,599.5
Volume, Copper ores and concentrate (thous.t),2005,587.1
Volume, Copper ores and concentrate (thous.t),2004,562.6
Volume, Copper ores and concentrate (thous.t),2003,568.9
Volume, Copper ores and concentrate (thous.t),2002,548.6
Volume, Copper ores and concentrate (thous.t),2001,540.9
Volume, Copper ores and concentrate (thous.t),2000,496.0
Volume, Copper ores and concentrate (thous.t),1999,492.7
Volume, Copper ores and concentrate (thous.t),1998,485.7
Volume, Copper ores and concentrate (thous.t),1997,479.7
Volume, Copper ores and concentrate (thous.t),1996,473.6
Volume, Copper ores and concentrate (thous.t),1995,446.2
Volume, Molybdenium ores and concentrate (thous.t),2024,6.01
Volume, Molybdenium ores and concentrate (thous.t),2023,6.36
Volume, Molybdenium ores and concentrate (thous.t),2022,6.45
Volume, Molybdenium ores and concentrate (thous.t),2021,7.34
Volume, Molybdenium ores and concentrate (thous.t),2020,6.37
Volume, Molybdenium ores and concentrate (thous.t),2019,5.69
Volume, Molybdenium ores and concentrate (thous.t),2018,5.99
Volume, Molybdenium ores and concentrate (thous.t),2017,6.5
Volume, Molybdenium ores and concentrate (thous.t),2016,5.78
Volume, Molybdenium ores and concentrate (thous.t),2015,5.02
Volume, Molybdenium ores and concentrate (thous.t),2014,3.99
Volume, Molybdenium ores and concentrate (thous.t),2013,3.98
Volume, Molybdenium ores and concentrate (thous.t),2012,4.31
Volume, Molybdenium ores and concentrate (thous.t),2011,4.22
Volume, Molybdenium ores and concentrate (thous.t),2010,4.8
Volume, Molybdenium ores and concentrate (thous.t),2009,6.7
Volume, Molybdenium ores and concentrate (thous.t),2008,4.1
Volume, Molybdenium ores and concentrate (thous.t),2007,3.2
Volume, Molybdenium ores and concentrate (thous.t),2006,3.3
Volume, Molybdenium ores and concentrate (thous.t),2005,2.4
Volume, Molybdenium ores and concentrate (thous.t),2004,2.3
Volume, Molybdenium ores and concentrate (thous.t),2003,4.0
Volume, Molybdenium ores and concentrate (thous.t),2002,3.5
Volume, Molybdenium ores and concentrate (thous.t),2001,3.0
Volume, Molybdenium ores and concentrate (thous.t),2000,3.0
Volume, Molybdenium ores and concentrate (thous.t),1999,4.2
Volume, Molybdenium ores and concentrate (thous.t),1998,4.1
Volume, Molybdenium ores and concentrate (thous.t),1997,4.1
Volume, Molybdenium ores and concentrate (thous.t),1996,5.1
Volume, Molybdenium ores and concentrate (thous.t),1995,3.4
Volume, Fluor spar ores and concentrate (thous.t),2024,1369.11
Volume, Fluor spar ores and concentrate (thous.t),2023,1087.81
Volume, Fluor spar ores and concentrate (thous.t),2022,387.74
Volume, Fluor spar ores and concentrate (thous.t),2021,644.27
Volume, Fluor spar ores and concentrate (thous.t),2020,678.91
Volume, Fluor spar ores and concentrate (thous.t),2019,700.1
Volume, Fluor spar ores and concentrate (thous.t),2018,555.23
Volume, Fluor spar ores and concentrate (thous.t),2017,319.33
Volume, Fluor spar ores and concentrate (thous.t),2016,248.82
Volume, Fluor spar ores and concentrate (thous.t),2015,280.05
Volume, Fluor spar ores and concentrate (thous.t),2014,313.89
Volume, Fluor spar ores and concentrate (thous.t),2013,338.1
Volume, Fluor spar ores and concentrate (thous.t),2012,428.86
Volume, Fluor spar ores and concentrate (thous.t),2011,407.09
Volume, Fluor spar ores and concentrate (thous.t),2010,405.6
Volume, Fluor spar ores and concentrate (thous.t),2009,314.0
Volume, Fluor spar ores and concentrate (thous.t),2008,348.8
Volume, Fluor spar ores and concentrate (thous.t),2007,360.0
Volume, Fluor spar ores and concentrate (thous.t),2006,355.3
Volume, Fluor spar ores and concentrate (thous.t),2005,311.4
Volume, Fluor spar ores and concentrate (thous.t),2004,304.4
Volume, Fluor spar ores and concentrate (thous.t),2003,266.0
Volume, Fluor spar ores and concentrate (thous.t),2002,192.5
Volume, Fluor spar ores and concentrate (thous.t),2001,218.3
Volume, Fluor spar ores and concentrate (thous.t),2000,197.1
Volume, Fluor spar ores and concentrate (thous.t),1999,166.2
Volume, Fluor spar ores and concentrate (thous.t),1998,156.8
Volume, Fluor spar ores and concentrate (thous.t),1997,178.8
Volume, Fluor spar ores and concentrate (thous.t),1996,159.4
Volume, Fluor spar ores and concentrate (thous.t),1995,129.0
Volume, Tungsten ores and concentrates (t),2024,1264.13
Volume, Tungsten ores and concentrates (t),2023,628.78
Volume, Tungsten ores and concentrates (t),2022,458.6
Volume, Tungsten ores and concentrates (t),2021,235.24
Volume, Tungsten ores and concentrates (t),2020,64.51
Volume, Tungsten ores and concentrates (t),2019,712.5
Volume, Tungsten ores and concentrates (t),2018,835.2
Volume, Tungsten ores and concentrates (t),2017,1015.9
Volume, Tungsten ores and concentrates (t),2016,1466.47
Volume, Tungsten ores and concentrates (t),2015,1689.26
Volume, Tungsten ores and concentrates (t),2014,1519.59
Volume, Tungsten ores and concentrates (t),2013,482.86
Volume, Tungsten ores and concentrates (t),2012,226.9
Volume, Tungsten ores and concentrates (t),2011,163.4
Volume, Tungsten ores and concentrates (t),2010,112.6
Volume, Tungsten ores and concentrates (t),2009,255.7
Volume, Tungsten ores and concentrates (t),2008,215.3
Volume, Tungsten ores and concentrates (t),2007,414.5
Volume, Tungsten ores and concentrates (t),2006,201.0
Volume, Tungsten ores and concentrates (t),2005,78.3
Volume, Tungsten ores and concentrates (t),2004,77.2
Volume, Tungsten ores and concentrates (t),2003,15.0
Volume, Tungsten ores and concentrates (t),2002,36.0
Volume, Tungsten ores and concentrates (t),2001,72.0
Volume, Tungsten ores and concentrates (t),2000,81.0
Volume, Tungsten ores and concentrates (t),1999,51.1
Volume, Tungsten ores and concentrates (t),1998,53.0
Volume, Tungsten ores and concentrates (t),1997,131.7
Volume, Tungsten ores and concentrates (t),1996,14.2
Volume, Tungsten ores and concentrates (t),1995,58.0
Volume, Iron ores & concentrates (thous.t),2024,7510.33
Volume, Iron ores & concentrates (thous.t),2023,5713.02
Volume, Iron ores & concentrates (thous.t),2022,4732.18
Volume, Iron ores & concentrates (thous.t),2021,7106.21
Volume, Iron ores & concentrates (thous.t),2020,8205.74
Volume, Iron ores & concentrates (thous.t),2019,8448.82
Volume, Iron ores & concentrates (thous.t),2018,7449.05
Volume, Iron ores & concentrates (thous.t),2017,6258.0
Volume, Iron ores & concentrates (thous.t),2016,6084.78
Volume, Iron ores & concentrates (thous.t),2015,5065.1
Volume, Iron ores & concentrates (thous.t),2014,6324.69
Volume, Iron ores & concentrates (thous.t),2013,6724.47
Volume, Iron ores & concentrates (thous.t),2012,6415.94
Volume, Iron ores & concentrates (thous.t),2011,5802.02
Volume, Iron ores & concentrates (thous.t),2010,3563.7
Volume, Iron ores & concentrates (thous.t),2009,1598.1
Volume, Iron ores & concentrates (thous.t),2008,1011.4
Volume, Iron ores & concentrates (thous.t),2007,240.4
Volume, Iron ores & concentrates (thous.t),2006,312.5
Volume, Iron ores & concentrates (thous.t),2005,177.8
Volume, Iron ores & concentrates (thous.t),2004,33.5
Volume, Iron ores & concentrates (thous.t),2003,0.1
Volume, Iron ores & concentrates (thous.t),2002,0.0
Volume, Iron ores & concentrates (thous.t),2001,
Volume, Iron ores & concentrates (thous.t),2000,
Volume, Iron ores & concentrates (thous.t),1999,
Volume, Iron ores & concentrates (thous.t),1998,
Volume, Iron ores & concentrates (thous.t),1997,
Volume, Iron ores & concentrates (thous.t),1996,
Volume, Iron ores & concentrates (thous.t),1995,0.1
Volume, Zincum concentrate (thous.t),2024,126.19
Volume, Zincum concentrate (thous.t),2023,150.46
Volume, Zincum concentrate (thous.t),2022,141.2
Volume, Zincum concentrate (thous.t),2021,112.62
Volume, Zincum concentrate (thous.t),2020,134.06
Volume, Zincum concentrate (thous.t),2019,134.78
Volume, Zincum concentrate (thous.t),2018,123.92
Volume, Zincum concentrate (thous.t),2017,118.22
Volume, Zincum concentrate (thous.t),2016,126.04
Volume, Zincum concentrate (thous.t),2015,84.13
Volume, Zincum concentrate (thous.t),2014,99.35
Volume, Zincum concentrate (thous.t),2013,130.85
Volume, Zincum concentrate (thous.t),2012,140.89
Volume, Zincum concentrate (thous.t),2011,121.22
Volume, Zincum concentrate (thous.t),2010,119.8
Volume, Zincum concentrate (thous.t),2009,150.7
Volume, Zincum concentrate (thous.t),2008,137.5
Volume, Zincum concentrate (thous.t),2007,132.6
Volume, Zincum concentrate (thous.t),2006,105.8
Volume, Zincum concentrate (thous.t),2005,
Volume, Zincum concentrate (thous.t),2004,0.0
Volume, Zincum concentrate (thous.t),2003,
Volume, Zincum concentrate (thous.t),2002,0.0
Volume, Zincum concentrate (thous.t),2001,
Volume, Zincum concentrate (thous.t),2000,
Volume, Zincum concentrate (thous.t),1999,
Volume, Zincum concentrate (thous.t),1998,
Volume, Zincum concentrate (thous.t),1997,
Volume, Zincum concentrate (thous.t),1996,
Volume, Zincum concentrate (thous.t),1995,0.0
Volume, Refined copper & copper alloys (t),2024,13174.71
Volume, Refined copper & copper alloys (t),2023,12548.31
Volume, Refined copper & copper alloys (t),2022,10014.14
Volume, Refined copper & copper alloys (t),2021,9849.03
Volume, Refined copper & copper alloys (t),2020,9647.38
Volume, Refined copper & copper alloys (t),2019,11932.77
Volume, Refined copper & copper alloys (t),2018,12929.68
Volume, Refined copper & copper alloys (t),2017,15612.12
Volume, Refined copper & copper alloys (t),2016,15890.63
Volume, Refined copper & copper alloys (t),2015,12371.28
Volume, Refined copper & copper alloys (t),2014,6327.11
Volume, Refined copper & copper alloys (t),2013,2201.43
Volume, Refined copper & copper alloys (t),2012,2120.26
Volume, Refined copper & copper alloys (t),2011,2360.82
Volume, Refined copper & copper alloys (t),2010,2800.4
Volume, Refined copper & copper alloys (t),2009,2320.9
Volume, Refined copper & copper alloys (t),2008,2603.7
Volume, Refined copper & copper alloys (t),2007,3166.5
Volume, Refined copper & copper alloys (t),2006,2365.1
Volume, Refined copper & copper alloys (t),2005,3001.1
Volume, Refined copper & copper alloys (t),2004,2654.1
Volume, Refined copper & copper alloys (t),2003,1492.4
Volume, Refined copper & copper alloys (t),2002,1489.2
Volume, Refined copper & copper alloys (t),2001,1439.8
Volume, Refined copper & copper alloys (t),2000,690.9
Volume, Refined copper & copper alloys (t),1999,1642.6
Volume, Refined copper & copper alloys (t),1998,2166.1
Volume, Refined copper & copper alloys (t),1997,2772.7
Volume, Refined copper & copper alloys (t),1996,0.8
Volume, Refined copper & copper alloys (t),1995,33.0
Volume, Iron scrap (t),2024,0.0
Volume, Iron scrap (t),2023,44.0
Volume, Iron scrap (t),2022,176.0
Volume, Iron scrap (t),2021,289.0
Volume, Iron scrap (t),2020,254.9
Volume, Iron scrap (t),2019,258.5
Volume, Iron scrap (t),2018,378.99
Volume, Iron scrap (t),2017,697.42
Volume, Iron scrap (t),2016,706.98
Volume, Iron scrap (t),2015,701.71
Volume, Iron scrap (t),2014,770.8
Volume, Iron scrap (t),2013,1109.64
Volume, Iron scrap (t),2012,1590.1
Volume, Iron scrap (t),2011,1271.87
Volume, Iron scrap (t),2010,1010.2
Volume, Iron scrap (t),2009,656.0
Volume, Iron scrap (t),2008,858.5
Volume, Iron scrap (t),2007,1408.9
Volume, Iron scrap (t),2006,3305.7
Volume, Iron scrap (t),2005,5999.0
Volume, Iron scrap (t),2004,20330.4
Volume, Iron scrap (t),2003,4075.1
Volume, Iron scrap (t),2002,2983.5
Volume, Iron scrap (t),2001,7919.3
Volume, Iron scrap (t),2000,10442.5
Volume, Iron scrap (t),1999,10865.6
Volume, Iron scrap (t),1998,22125.2
Volume, Iron scrap (t),1997,77588.6
Volume, Iron scrap (t),1996,75250.3
Volume, Iron scrap (t),1995,58009.4
Volume, Plumbum (t),2024,0.0
Volume, Plumbum (t),2023,0.0
Volume, Plumbum (t),2022,0.0
Volume, Plumbum (t),2021,0.0
Volume, Plumbum (t),2020,0.0
Volume, Plumbum (t),2019,0.0
Volume, Plumbum (t),2018,0.0
Volume, Plumbum (t),2017,0.0
Volume, Plumbum (t),2016,0.0
Volume, Plumbum (t),2015,855.0
Volume, Plumbum (t),2014,470.0
Volume, Plumbum (t),2013,380.0
Volume, Plumbum (t),2012,100.0
Volume, Plumbum (t),2011,611.45
Volume, Plumbum (t),2010,1022.3
Volume, Plumbum (t),2009,187.0
Volume, Plumbum (t),2008,70.0
Volume, Plumbum (t),2007,298.0
Volume, Plumbum (t),2006,674.4
Volume, Plumbum (t),2005,470.6
Volume, Plumbum (t),2004,5248.9
Volume, Plumbum (t),2003,2869.9
Volume, Plumbum (t),2002,1050.8
Volume, Plumbum (t),2001,1107.6
Volume, Plumbum (t),2000,1360.7
Volume, Plumbum (t),1999,1564.7
Volume, Plumbum (t),1998,385.4
Volume, Plumbum (t),1997,760.2
Volume, Plumbum (t),1996,937.2
Volume, Plumbum (t),1995,282.3
Volume, Sheep skin (thous.pcs),2024,0.0
Volume, Sheep skin (thous.pcs),2023,0.0
Volume, Sheep skin (thous.pcs),2022,8.01
Volume, Sheep skin (thous.pcs),2021,0.0
Volume, Sheep skin (thous.pcs),2020,0.0
Volume, Sheep skin (thous.pcs),2019,0.0
Volume, Sheep skin (thous.pcs),2018,0.0
Volume, Sheep skin (thous.pcs),2017,0.0
Volume, Sheep skin (thous.pcs),2016,0.0
Volume, Sheep skin (thous.pcs),2015,0.0
Volume, Sheep skin (thous.pcs),2014,15.96
Volume, Sheep skin (thous.pcs),2013,0.01
Volume, Sheep skin (thous.pcs),2012,52.2
Volume, Sheep skin (thous.pcs),2011,2.0
Volume, Sheep skin (thous.pcs),2010,
Volume, Sheep skin (thous.pcs),2009,0.1
Volume, Sheep skin (thous.pcs),2008,
Volume, Sheep skin (thous.pcs),2007,
Volume, Sheep skin (thous.pcs),2006,
Volume, Sheep skin (thous.pcs),2005,2.7
Volume, Sheep skin (thous.pcs),2004,98.3
Volume, Sheep skin (thous.pcs),2003,91.3
Volume, Sheep skin (thous.pcs),2002,448.6
Volume, Sheep skin (thous.pcs),2001,853.5
Volume, Sheep skin (thous.pcs),2000,2640.0
Volume, Sheep skin (thous.pcs),1999,1984.1
Volume, Sheep skin (thous.pcs),1998,2304.5
Volume, Sheep skin (thous.pcs),1997,2203.6
Volume, Sheep skin (thous.pcs),1996,1969.6
Volume, Sheep skin (thous.pcs),1995,2004.3
Volume, Sheep or lamb skin leather (mln.dm2),2024,0.4
Volume, Sheep or lamb skin leather (mln.dm2),2023,39.87
Volume, Sheep or lamb skin leather (mln.dm2),2022,78.86
Volume, Sheep or lamb skin leather (mln.dm2),2021,66.27
Volume, Sheep or lamb skin leather (mln.dm2),2020,49.21
Volume, Sheep or lamb skin leather (mln.dm2),2019,54.02
Volume, Sheep or lamb skin leather (mln.dm2),2018,116.16
Volume, Sheep or lamb skin leather (mln.dm2),2017,82.25
Volume, Sheep or lamb skin leather (mln.dm2),2016,29.2
Volume, Sheep or lamb skin leather (mln.dm2),2015,147.75
Volume, Sheep or lamb skin leather (mln.dm2),2014,110.23
Volume, Sheep or lamb skin leather (mln.dm2),2013,162.17
Volume, Sheep or lamb skin leather (mln.dm2),2012,182.47
Volume, Sheep or lamb skin leather (mln.dm2),2011,331.51
Volume, Sheep or lamb skin leather (mln.dm2),2010,150.9
Volume, Sheep or lamb skin leather (mln.dm2),2009,128.7
Volume, Sheep or lamb skin leather (mln.dm2),2008,182.3
Volume, Sheep or lamb skin leather (mln.dm2),2007,80.1
Volume, Sheep or lamb skin leather (mln.dm2),2006,147.5
Volume, Sheep or lamb skin leather (mln.dm2),2005,92.2
Volume, Sheep or lamb skin leather (mln.dm2),2004,67.9
Volume, Sheep or lamb skin leather (mln.dm2),2003,187.8
Volume, Sheep or lamb skin leather (mln.dm2),2002,144.6
Volume, Sheep or lamb skin leather (mln.dm2),2001,163.2
Volume, Sheep or lamb skin leather (mln.dm2),2000,14.4
Volume, Sheep or lamb skin leather (mln.dm2),1999,
Volume, Sheep or lamb skin leather (mln.dm2),1998,
Volume, Sheep or lamb skin leather (mln.dm2),1997,
Volume, Sheep or lamb skin leather (mln.dm2),1996,0.0
Volume, Sheep or lamb skin leather (mln.dm2),1995,0.0
Volume, Goat or kid skin leather (mln.dm2),2024,45.67
Volume, Goat or kid skin leather (mln.dm2),2023,59.3
Volume, Goat or kid skin leather (mln.dm2),2022,76.19
Volume, Goat or kid skin leather (mln.dm2),2021,76.99
Volume, Goat or kid skin leather (mln.dm2),2020,85.19
Volume, Goat or kid skin leather (mln.dm2),2019,120.89
Volume, Goat or kid skin leather (mln.dm2),2018,145.53
Volume, Goat or kid skin leather (mln.dm2),2017,123.07
Volume, Goat or kid skin leather (mln.dm2),2016,61.73
Volume, Goat or kid skin leather (mln.dm2),2015,122.27
Volume, Goat or kid skin leather (mln.dm2),2014,128.76
Volume, Goat or kid skin leather (mln.dm2),2013,92.09
Volume, Goat or kid skin leather (mln.dm2),2012,61.07
Volume, Goat or kid skin leather (mln.dm2),2011,120.89
Volume, Goat or kid skin leather (mln.dm2),2010,106.0
Volume, Goat or kid skin leather (mln.dm2),2009,82.9
Volume, Goat or kid skin leather (mln.dm2),2008,29.4
Volume, Goat or kid skin leather (mln.dm2),2007,36.2
Volume, Goat or kid skin leather (mln.dm2),2006,54.2
Volume, Goat or kid skin leather (mln.dm2),2005,17.2
Volume, Goat or kid skin leather (mln.dm2),2004,1.0
Volume, Goat or kid skin leather (mln.dm2),2003,18.4
Volume, Goat or kid skin leather (mln.dm2),2002,2.5
Volume, Goat or kid skin leather (mln.dm2),2001,5.4
Volume, Goat or kid skin leather (mln.dm2),2000,0.2
Volume, Goat or kid skin leather (mln.dm2),1999,
Volume, Goat or kid skin leather (mln.dm2),1998,
Volume, Goat or kid skin leather (mln.dm2),1997,
